EmpID,Name,Age,YearsAtCompany,JobSatisfaction,WorkLifeBalance,MonthlyIncome,OverTimeHours,DistanceFromHome_km,PromotionLast5Years,Attrition
EMP1324,Employee_1325,49,3,High,Worst,8495,2 hours,21.982,No,No
EMP1325,Employee_1326,22,11,Very High,Worst,17781,5 hours,20.399,No,No
EMP1326,Employee_1327,33,5,Very High,Worst,10097,4 hours,22.694,Yes,No
EMP1327,Employee_1328,49,13,Very Low,Worst,11469,No OT,28.313,Yes,No
EMP1328,Employee_1329,23,1,Very High,Excellent,15399,1 hours,17.11,No,No
EMP1329,Employee_1330,37,6,Very High,Worst,19202,11 hours,3.048,No,No
EMP1330,Employee_1331,56,1,High,Bad,13985,4 hours,29.781,No,No
EMP1331,Employee_1332,44,9,Very Low,Excellent,9831,8 hours,23.353,No,No
EMP1332,Employee_1333,20,7,Low,Bad,19775,11 hours,29.53,Yes,No
EMP1333,Employee_1334,34,7,Very Low,Bad,3968,3 hours,1.893,No,Yes
EMP1334,Employee_1335,28,0,Very High,Good,13382,8 hours,26.663,Yes,No
EMP1335,Employee_1336,34,12,Low,Worst,8151,2 hours,14.043,No,No
EMP1336,Employee_1337,43,7,Very Low,Worst,13818,No OT,29.724,No,No
EMP1337,Employee_1338,23,1,Very Low,Bad,13792,5 hours,27.885,Yes,No
EMP1338,Employee_1339,31,5,Very Low,Worst,9125,9 hours,12.792,Yes,No
EMP1339,Employee_1340,56,12,Very Low,Excellent,7370,6 hours,14.613,No,Yes
EMP1340,Employee_1341,56,0,High,Good,7838,3 hours,15.316,No,No
EMP1341,Employee_1342,25,4,Very Low,Worst,19175,9 hours,7.087,No,No
EMP1342,Employee_1343,58,10,Very High,Worst,6134,4 hours,3.933,No,No
EMP1343,Employee_1344,43,6,Very High,Excellent,15691,3 hours,19.665,No,No
EMP1344,Employee_1345,30,12,High,Good,13431,2 hours,9.264,No,No
EMP1345,Employee_1346,32,9,Low,Excellent,14556,No OT,2.38,No,No
EMP1346,Employee_1347,53,0,Low,Bad,4054,12 hours,17.867,No,No
EMP1347,Employee_1348,44,14,Very High,Bad,5669,5 hours,10.221,No,Yes
EMP1348,Employee_1349,26,1,Very High,Worst,19659,9 hours,12.973,No,No
EMP1349,Employee_1350,23,6,High,Good,19081,4 hours,14.164,Yes,No
EMP1350,Employee_1351,27,5,Low,Bad,15938,10 hours,21.163,No,Yes
EMP1351,Employee_1352,39,2,Low,Excellent,8717,No OT,7.101,Yes,Yes
EMP1352,Employee_1353,48,13,Very Low,Bad,15282,4 hours,27.407,No,No
EMP1353,Employee_1354,29,9,Very Low,Bad,17891,5 hours,5.954,No,Yes
EMP1354,Employee_1355,53,1,Very Low,Excellent,12297,9 hours,27.596,Yes,No
EMP1355,Employee_1356,45,9,High,Worst,17201,4 hours,6.953,No,Yes
EMP1356,Employee_1357,22,3,Very High,Good,19289,No OT,7.28,No,No
EMP1357,Employee_1358,25,2,High,Worst,15873,4 hours,1.778,No,No
EMP1358,Employee_1359,24,6,Low,Excellent,19512,9 hours,4.475,No,No
EMP1359,Employee_1360,24,7,Very High,Bad,16448,No OT,5.723,No,Yes
EMP1360,Employee_1361,42,1,Very Low,Good,18198,10 hours,15.89,No,No
EMP1361,Employee_1362,28,9,High,Worst,10622,2 hours,24.27,No,No
EMP1362,Employee_1363,54,6,High,Excellent,11080,11 hours,7.713,No,No
EMP1363,Employee_1364,39,7,Very Low,Bad,5402,12 hours,28.853,No,No
EMP1364,Employee_1365,54,5,High,Bad,6556,1 hours,9.601,No,No
EMP1365,Employee_1366,37,5,Very Low,Worst,5193,12 hours,18.443,No,Yes
EMP1366,Employee_1367,36,9,Low,Excellent,13239,No OT,23.757,No,Yes
EMP1367,Employee_1368,43,0,Very High,Bad,11583,3 hours,24.778,No,No
EMP1368,Employee_1369,22,3,Low,Bad,15875,1 hours,19.693,No,No
EMP1369,Employee_1370,51,13,Low,Good,13686,4 hours,18.984,Yes,No
EMP1370,Employee_1371,54,0,Very Low,Bad,4294,9 hours,13.735,No,Yes
EMP1371,Employee_1372,57,3,High,Worst,18448,No OT,19.617,No,No
EMP1372,Employee_1373,32,1,Low,Excellent,13367,11 hours,27.228,Yes,No
EMP1373,Employee_1374,44,10,Low,Excellent,16337,9 hours,24.737,Yes,No
EMP1374,Employee_1375,28,12,Low,Good,9654,No OT,10.489,No,No
EMP1375,Employee_1376,23,4,High,Excellent,15693,10 hours,14.974,No,No
EMP1376,Employee_1377,33,9,High,Worst,12241,9 hours,17.735,No,No
EMP1377,Employee_1378,56,13,Very Low,Bad,7075,3 hours,14.724,No,No
EMP1378,Employee_1379,53,8,Low,Good,15651,6 hours,12.414,No,No
EMP1379,Employee_1380,30,10,Very High,Excellent,12275,1 hours,11.623,No,No
EMP1380,Employee_1381,22,14,High,Good,15838,1 hours,16.395,No,No
EMP1381,Employee_1382,47,11,Very Low,Good,4658,No OT,7.469,No,Yes
EMP1382,Employee_1383,48,9,Low,Excellent,9932,4 hours,26.04,No,No
EMP1383,Employee_1384,28,2,Very High,Good,17248,5 hours,11.705,No,No
EMP1384,Employee_1385,22,7,High,Excellent,9959,12 hours,4.166,Yes,Yes
EMP1385,Employee_1386,44,2,Very High,Worst,11382,5 hours,22.637,Yes,No
EMP1386,Employee_1387,53,5,High,Excellent,19844,1 hours,3.209,No,No
EMP1387,Employee_1388,31,3,Very Low,Bad,17999,11 hours,9.747,Yes,No
EMP1388,Employee_1389,28,7,Very High,Excellent,9376,11 hours,1.299,Yes,No
EMP1389,Employee_1390,34,10,Low,Bad,6476,6 hours,21.25,Yes,No
EMP1390,Employee_1391,59,5,Low,Good,7366,5 hours,25.931,No,No
EMP1391,Employee_1392,44,7,High,Excellent,19206,7 hours,14.551,No,No
EMP1392,Employee_1393,24,0,Low,Bad,15458,5 hours,1.563,No,No
EMP1393,Employee_1394,30,5,Very High,Excellent,3027,8 hours,13.201,No,No
EMP1394,Employee_1395,53,0,Very Low,Excellent,14164,9 hours,22.272,Yes,No
EMP1395,Employee_1396,43,0,High,Excellent,9548,1 hours,10.214,No,No
EMP1396,Employee_1397,34,7,Very High,Worst,6024,6 hours,18.574,No,No
EMP1397,Employee_1398,57,14,High,Bad,4264,4 hours,20.594,No,Yes
EMP1398,Employee_1399,27,6,Very Low,Worst,12047,No OT,11.096,No,No
EMP1399,Employee_1400,24,2,High,Worst,15217,2 hours,23.762,No,No
EMP1400,Employee_1401,45,5,Low,Bad,9587,3 hours,11.228,No,No
EMP1401,Employee_1402,37,14,Low,Excellent,9577,11 hours,10.218,No,Yes
EMP1402,Employee_1403,25,8,High,Worst,15796,1 hours,25.831,No,Yes
EMP1403,Employee_1404,56,6,Very Low,Worst,6870,6 hours,19.802,No,Yes
EMP1404,Employee_1405,32,11,Very Low,Worst,4326,No OT,15.613,No,No
EMP1405,Employee_1406,47,2,Low,Excellent,12217,2 hours,19.947,No,No
EMP1406,Employee_1407,24,13,Very Low,Worst,19745,11 hours,20.335,No,No
EMP1407,Employee_1408,32,13,High,Good,3605,8 hours,15.093,No,No
EMP1408,Employee_1409,36,12,Very High,Bad,16003,10 hours,24.767,No,No
EMP1409,Employee_1410,59,5,High,Good,13489,1 hours,17.653,No,No
EMP1410,Employee_1411,51,10,Low,Excellent,19782,4 hours,7.619,No,No
EMP1411,Employee_1412,48,3,Low,Worst,16487,3 hours,23.031,No,Yes
EMP1412,Employee_1413,22,13,Low,Bad,17733,11 hours,10.119,No,No
EMP1413,Employee_1414,59,12,Very Low,Worst,9274,2 hours,25.639,No,No
EMP1414,Employee_1415,53,2,High,Excellent,13844,4 hours,5.555,No,No
EMP1415,Employee_1416,59,8,Very High,Bad,16189,5 hours,14.327,No,No
EMP1416,Employee_1417,46,9,High,Good,13971,No OT,2.042,No,No
EMP1417,Employee_1418,32,1,Very High,Bad,8965,1 hours,6.444,No,No
EMP1418,Employee_1419,52,0,High,Worst,15621,No OT,22.387,No,No
EMP1419,Employee_1420,25,14,Low,Bad,9348,2 hours,5.188,No,No
EMP1420,Employee_1421,43,13,Very High,Excellent,3823,7 hours,14.06,Yes,No
EMP1421,Employee_1422,38,1,High,Excellent,10084,7 hours,26.385,No,No
EMP1422,Employee_1423,35,6,Very Low,Bad,15455,3 hours,11.233,No,Yes
EMP1423,Employee_1424,59,9,Very Low,Excellent,13607,5 hours,4.088,No,Yes
EMP1424,Employee_1425,47,0,High,Excellent,19919,11 hours,2.646,No,Yes
EMP1425,Employee_1426,52,5,Low,Excellent,17236,8 hours,14.127,No,No
EMP1426,Employee_1427,32,13,Very High,Good,19236,6 hours,1.487,No,No
EMP1427,Employee_1428,44,6,High,Worst,13819,1 hours,16.453,No,No
EMP1428,Employee_1429,55,8,Very Low,Excellent,14969,10 hours,20.465,No,Yes
EMP1429,Employee_1430,46,14,Very High,Bad,14700,1 hours,2.747,No,No
EMP1430,Employee_1431,57,13,Very Low,Excellent,3543,2 hours,26.324,Yes,No
EMP1431,Employee_1432,26,7,Very Low,Good,6900,7 hours,29.413,No,No
EMP1432,Employee_1433,24,5,High,Bad,14945,9 hours,17.911,No,Yes
EMP1433,Employee_1434,50,2,Very Low,Worst,7224,8 hours,18.551,No,No
EMP1434,Employee_1435,42,7,Very High,Bad,16758,12 hours,21.994,No,No
EMP1435,Employee_1436,29,6,Low,Bad,17949,2 hours,17.278,No,No
EMP1436,Employee_1437,51,2,High,Bad,5866,8 hours,29.117,No,No
EMP1437,Employee_1438,49,8,Very High,Bad,11268,11 hours,21.856,No,No
EMP1438,Employee_1439,58,11,High,Excellent,15813,11 hours,12.931,No,Yes
EMP1439,Employee_1440,50,1,Very Low,Worst,19732,9 hours,25.045,No,No
EMP1440,Employee_1441,37,2,Very Low,Excellent,7601,11 hours,23.188,No,No
EMP1441,Employee_1442,55,1,Very High,Good,15930,7 hours,1.483,No,No
EMP1442,Employee_1443,21,12,Very High,Good,7333,4 hours,1.451,No,Yes
EMP1443,Employee_1444,33,0,Low,Bad,8399,10 hours,5.069,No,No
EMP1444,Employee_1445,32,3,Very High,Excellent,10436,9 hours,23.039,No,Yes
EMP1445,Employee_1446,48,4,Very High,Excellent,17947,2 hours,14.386,No,No
EMP1446,Employee_1447,31,12,High,Worst,16961,10 hours,8.207,No,No
EMP1447,Employee_1448,58,5,Very Low,Worst,11086,6 hours,5.397,No,No
EMP1448,Employee_1449,21,4,Very High,Worst,6682,8 hours,6.671,No,Yes
EMP1449,Employee_1450,51,0,Low,Excellent,4854,11 hours,20.517,Yes,No
EMP1450,Employee_1451,32,2,Very High,Worst,5985,5 hours,19.157,Yes,No
EMP1451,Employee_1452,46,0,Very Low,Worst,13817,2 hours,23.006,No,No
EMP1452,Employee_1453,36,10,Very High,Worst,10496,4 hours,10.19,No,No
EMP1453,Employee_1454,59,4,High,Bad,3558,6 hours,8.412,No,Yes
EMP1454,Employee_1455,50,4,Very Low,Good,4254,7 hours,19.449,No,No
EMP1455,Employee_1456,53,11,Very High,Good,18667,12 hours,9.589,No,Yes
EMP1456,Employee_1457,43,10,High,Excellent,19078,11 hours,15.929,Yes,No
EMP1457,Employee_1458,54,12,Very Low,Excellent,13006,3 hours,7.332,No,No
EMP1458,Employee_1459,25,5,Very High,Bad,9283,1 hours,16.979,No,No
EMP1459,Employee_1460,38,7,High,Good,11854,9 hours,8.913,No,No
EMP1460,Employee_1461,49,9,Low,Worst,15308,1 hours,10.995,No,No
EMP1461,Employee_1462,26,11,High,Worst,6325,11 hours,27.727,No,No
EMP1462,Employee_1463,29,0,Low,Excellent,6143,2 hours,2.946,No,No
EMP1463,Employee_1464,51,3,Very High,Good,6037,7 hours,29.293,No,Yes
EMP1464,Employee_1465,53,9,High,Excellent,15417,No OT,4.415,No,No
EMP1465,Employee_1466,47,10,Low,Excellent,7675,6 hours,2.394,No,No
EMP1466,Employee_1467,34,0,Very Low,Worst,10148,5 hours,29.704,No,Yes
EMP1467,Employee_1468,49,8,High,Worst,10551,1 hours,16.084,No,No
EMP1468,Employee_1469,56,10,Very High,Good,19490,8 hours,3.421,No,No
EMP1469,Employee_1470,48,6,Very Low,Excellent,5668,12 hours,21.303,No,No
EMP1470,Employee_1471,41,6,Low,Bad,17912,11 hours,8.345,No,No
EMP1471,Employee_1472,23,11,High,Good,5246,4 hours,20.467,No,Yes
EMP1472,Employee_1473,39,4,High,Excellent,9653,1 hours,9.03,No,No
EMP1473,Employee_1474,51,6,Very High,Good,14133,2 hours,25.504,No,No
EMP1474,Employee_1475,55,11,Very Low,Good,10649,6 hours,11.98,No,No
EMP1475,Employee_1476,23,14,High,Good,19895,6 hours,2.844,No,No
EMP1476,Employee_1477,46,1,High,Bad,11441,9 hours,2.804,No,Yes
EMP1477,Employee_1478,36,13,Very Low,Bad,3888,No OT,10.081,No,No
EMP1478,Employee_1479,31,12,High,Worst,12215,9 hours,19.887,No,No
EMP1479,Employee_1480,41,3,Very Low,Worst,11791,10 hours,19.277,No,Yes
EMP1480,Employee_1481,36,13,Very Low,Excellent,14075,10 hours,19.05,Yes,No
EMP1481,Employee_1482,29,13,Very Low,Good,18204,11 hours,5.344,No,No
EMP1482,Employee_1483,20,6,Very High,Excellent,12950,3 hours,23.975,Yes,No
EMP1483,Employee_1484,41,2,Very Low,Worst,8413,5 hours,20.449,Yes,No
EMP1484,Employee_1485,45,1,Very Low,Bad,9537,7 hours,22.459,No,No
EMP1485,Employee_1486,37,9,Low,Worst,6569,2 hours,12.833,Yes,No
EMP1486,Employee_1487,33,1,Low,Excellent,4242,2 hours,20.459,No,No
EMP1487,Employee_1488,48,12,Very High,Worst,7329,7 hours,2.259,Yes,Yes
EMP1488,Employee_1489,31,0,Very Low,Excellent,13487,7 hours,19.604,No,Yes
EMP1489,Employee_1490,55,4,Low,Excellent,6395,7 hours,22.825,No,Yes
EMP1490,Employee_1491,54,11,Low,Excellent,19824,No OT,27.994,No,Yes
EMP1491,Employee_1492,31,5,High,Excellent,11039,7 hours,14.859,No,Yes
EMP1492,Employee_1493,26,5,Very Low,Worst,11198,7 hours,12.03,No,Yes
EMP1493,Employee_1494,48,8,Low,Excellent,4586,1 hours,28.372,No,No
EMP1494,Employee_1495,30,3,Very High,Excellent,6824,11 hours,26.362,Yes,No
EMP1495,Employee_1496,52,0,High,Good,6436,8 hours,28.943,No,No
EMP1496,Employee_1497,25,5,High,Excellent,11089,6 hours,22.319,No,No
EMP1497,Employee_1498,34,14,Very Low,Worst,19057,7 hours,3.447,No,Yes
EMP1498,Employee_1499,51,4,Very Low,Excellent,4310,1 hours,4.129,No,No
EMP1499,Employee_1500,30,9,High,Bad,12819,3 hours,19.282,No,Yes
EMP1500,Employee_1501,42,5,Very High,Bad,18465,6 hours,8.697,No,No
EMP1501,Employee_1502,45,2,Very Low,Excellent,16457,5 hours,24.075,Yes,No
EMP1502,Employee_1503,53,1,Very Low,Bad,3477,6 hours,21.887,No,No
EMP1503,Employee_1504,53,5,High,Bad,11906,No OT,29.16,No,Yes
EMP1504,Employee_1505,48,12,High,Worst,12868,7 hours,29.735,No,Yes
EMP1505,Employee_1506,23,0,Very Low,Good,3508,12 hours,4.949,No,Yes
EMP1506,Employee_1507,36,6,Low,Bad,10319,6 hours,11.659,No,No
EMP1507,Employee_1508,54,6,Very Low,Bad,3381,12 hours,9.01,No,No
EMP1508,Employee_1509,32,9,Low,Good,18287,3 hours,27.769,No,No
EMP1509,Employee_1510,58,12,High,Good,4845,No OT,24.823,No,No
EMP1510,Employee_1511,34,6,Low,Bad,15562,7 hours,17.4,No,Yes
EMP1511,Employee_1512,48,14,Very High,Excellent,12910,9 hours,8.959,Yes,No
EMP1512,Employee_1513,48,11,High,Bad,7629,6 hours,7.241,No,No
EMP1513,Employee_1514,30,10,Very Low,Excellent,8704,7 hours,15.787,No,No
EMP1514,Employee_1515,51,9,Very Low,Excellent,4776,9 hours,8.906,No,No
EMP1515,Employee_1516,21,0,High,Excellent,18513,No OT,20.406,No,No
EMP1516,Employee_1517,33,14,High,Good,18228,4 hours,14.185,No,Yes
EMP1517,Employee_1518,39,3,Very High,Bad,4244,8 hours,14.303,Yes,No
EMP1518,Employee_1519,41,12,High,Bad,4333,4 hours,2.266,No,No
EMP1519,Employee_1520,30,6,Very Low,Worst,6669,12 hours,1.478,No,No
EMP1520,Employee_1521,46,10,Very High,Good,18579,9 hours,21.68,No,Yes
EMP1521,Employee_1522,22,8,Very Low,Worst,4933,11 hours,4.977,Yes,No
EMP1522,Employee_1523,36,4,Low,Worst,3746,2 hours,7.068,No,No
EMP1523,Employee_1524,47,12,High,Excellent,12032,8 hours,12.736,No,No
EMP1524,Employee_1525,48,1,Low,Good,9827,12 hours,21.658,No,No
EMP1525,Employee_1526,40,6,Very Low,Worst,19197,8 hours,13.74,No,No
EMP1526,Employee_1527,35,9,Low,Bad,3792,3 hours,23.797,No,Yes
EMP1527,Employee_1528,56,0,Low,Worst,9927,3 hours,8.791,No,No
EMP1528,Employee_1529,39,6,Very Low,Good,12742,10 hours,1.485,No,Yes
EMP1529,Employee_1530,25,5,Very Low,Bad,9369,7 hours,13.28,No,Yes
EMP1530,Employee_1531,38,6,High,Bad,17800,6 hours,5.673,No,No
EMP1531,Employee_1532,24,13,Low,Bad,10874,10 hours,1.337,No,No
EMP1532,Employee_1533,22,12,Very High,Excellent,19676,4 hours,26.436,Yes,No
EMP1533,Employee_1534,20,9,Very High,Bad,9864,5 hours,16.092,No,No
EMP1534,Employee_1535,57,2,Very Low,Excellent,7022,2 hours,24.284,No,No
EMP1535,Employee_1536,34,14,Very Low,Excellent,14008,5 hours,3.003,No,Yes
EMP1536,Employee_1537,53,2,Low,Worst,15102,12 hours,2.471,No,No
EMP1537,Employee_1538,54,6,Very Low,Worst,18342,7 hours,24.111,No,Yes
EMP1538,Employee_1539,44,12,Very High,Bad,14110,9 hours,19.426,No,No
EMP1539,Employee_1540,43,1,High,Good,8171,12 hours,12.62,No,No
EMP1540,Employee_1541,31,0,High,Bad,12589,10 hours,28.696,Yes,No
EMP1541,Employee_1542,37,8,Low,Worst,9710,8 hours,18.903,No,No
EMP1542,Employee_1543,34,8,High,Bad,8459,2 hours,7.489,No,No
EMP1543,Employee_1544,35,6,Very Low,Worst,17937,7 hours,26.277,No,Yes
EMP1544,Employee_1545,46,6,Very Low,Bad,12754,11 hours,21.772,No,No
EMP1545,Employee_1546,27,2,Very Low,Good,10048,2 hours,8.856,No,Yes
EMP1546,Employee_1547,44,9,Very Low,Bad,12483,1 hours,29.611,No,No
EMP1547,Employee_1548,36,14,Low,Good,15449,4 hours,29.32,No,Yes
EMP1548,Employee_1549,48,1,High,Good,18354,3 hours,10.365,No,No
EMP1549,Employee_1550,27,10,Very High,Bad,3978,12 hours,2.605,No,No
EMP1550,Employee_1551,34,6,High,Good,11709,4 hours,6.664,Yes,No
EMP1551,Employee_1552,46,8,Very Low,Good,18760,5 hours,24.323,No,No
EMP1552,Employee_1553,26,0,Very High,Worst,14023,2 hours,27.455,No,No
EMP1553,Employee_1554,22,12,Low,Worst,19521,No OT,22.501,No,No
EMP1554,Employee_1555,48,13,Very Low,Good,14145,3 hours,6.379,Yes,Yes
EMP1555,Employee_1556,43,3,Very Low,Excellent,17491,5 hours,12.585,No,No
EMP1556,Employee_1557,22,5,Very High,Bad,10392,1 hours,3.124,No,No
EMP1557,Employee_1558,39,6,Low,Good,14447,1 hours,14.421,No,No
EMP1558,Employee_1559,34,9,Very High,Bad,11587,No OT,5.991,Yes,Yes
EMP1559,Employee_1560,44,6,Low,Worst,13129,8 hours,7.794,No,No
EMP1560,Employee_1561,49,9,Very Low,Bad,16907,2 hours,18.83,No,No
EMP1561,Employee_1562,33,1,High,Good,8428,1 hours,4.306,Yes,No
EMP1562,Employee_1563,26,13,Very Low,Good,5589,3 hours,28.977,Yes,No
EMP1563,Employee_1564,36,3,High,Good,6034,5 hours,29.359,Yes,No
EMP1564,Employee_1565,39,4,High,Good,3169,No OT,19.756,No,No
EMP1565,Employee_1566,55,13,Low,Excellent,6239,8 hours,17.534,No,No
EMP1566,Employee_1567,28,11,Very High,Excellent,6415,8 hours,16.905,No,Yes
EMP1567,Employee_1568,57,0,Low,Excellent,14408,7 hours,19.043,No,No
EMP1568,Employee_1569,41,0,Very Low,Good,6484,5 hours,23.523,Yes,No
EMP1569,Employee_1570,21,9,Very High,Excellent,17923,3 hours,10.07,Yes,No
EMP1570,Employee_1571,43,2,High,Bad,9844,1 hours,8.199,No,No
EMP1571,Employee_1572,27,14,High,Good,6965,7 hours,19.703,No,No
EMP1572,Employee_1573,30,14,Very Low,Worst,10184,6 hours,20.267,No,No
EMP1573,Employee_1574,32,9,Very High,Good,8380,11 hours,15.133,No,Yes
EMP1574,Employee_1575,36,2,Very Low,Bad,18285,3 hours,25.187,No,No
EMP1575,Employee_1576,27,11,Very Low,Excellent,3111,2 hours,29.571,No,No
EMP1576,Employee_1577,40,7,Low,Good,19143,5 hours,27.991,No,No
EMP1577,Employee_1578,37,8,Very Low,Excellent,19976,No OT,18.899,Yes,No
EMP1578,Employee_1579,49,14,Very High,Good,10413,1 hours,12.579,No,No
EMP1579,Employee_1580,37,13,Very Low,Bad,17726,6 hours,17.973,No,No
EMP1580,Employee_1581,50,10,Very High,Good,8983,10 hours,1.587,Yes,No
EMP1581,Employee_1582,57,11,High,Excellent,13321,2 hours,20.003,No,Yes
EMP1582,Employee_1583,51,0,Very Low,Excellent,14061,12 hours,22.871,No,No
EMP1583,Employee_1584,30,13,Very High,Bad,6598,No OT,7.223,No,No
EMP1584,Employee_1585,44,10,High,Good,4526,1 hours,15.197,Yes,No
EMP1585,Employee_1586,52,1,Very High,Worst,10909,9 hours,10.387,No,Yes
EMP1586,Employee_1587,57,9,High,Good,4969,9 hours,5.353,Yes,No
EMP1587,Employee_1588,27,1,Low,Bad,12143,8 hours,27.902,No,Yes
EMP1588,Employee_1589,30,14,Very Low,Worst,14528,6 hours,15.839,No,No
EMP1589,Employee_1590,41,3,Very Low,Bad,11301,6 hours,3.605,No,Yes
EMP1590,Employee_1591,43,1,High,Good,5354,9 hours,3.538,No,No
EMP1591,Employee_1592,36,6,Low,Worst,8319,7 hours,14.896,Yes,No
EMP1592,Employee_1593,31,12,Very High,Bad,3225,11 hours,9.757,No,Yes
EMP1593,Employee_1594,51,14,Low,Excellent,17520,11 hours,17.198,Yes,No
EMP1594,Employee_1595,34,8,Very High,Worst,6011,7 hours,2.756,Yes,No
EMP1595,Employee_1596,35,6,Very High,Worst,7126,8 hours,29.651,No,Yes
EMP1596,Employee_1597,41,11,Very Low,Bad,3613,1 hours,2.36,No,No
EMP1597,Employee_1598,47,5,High,Excellent,17082,7 hours,28.144,No,No
EMP1598,Employee_1599,39,14,Very Low,Worst,19482,7 hours,19.757,No,No
EMP1599,Employee_1600,52,9,Very Low,Bad,8458,12 hours,2.195,No,No
EMP1600,Employee_1601,29,0,Very Low,Worst,12002,4 hours,19.515,No,Yes
EMP1601,Employee_1602,59,10,Very High,Worst,5699,4 hours,9.009,No,No
EMP1602,Employee_1603,51,9,Very Low,Worst,10517,3 hours,28.464,No,No
EMP1603,Employee_1604,52,8,Very High,Excellent,4019,4 hours,23.027,No,Yes
EMP1604,Employee_1605,21,4,High,Good,18903,1 hours,14.792,No,Yes
EMP1605,Employee_1606,52,10,Very High,Good,16698,1 hours,27.143,Yes,No
EMP1606,Employee_1607,52,4,Very High,Excellent,19150,4 hours,16.777,No,No
EMP1607,Employee_1608,32,5,Low,Excellent,8578,10 hours,20.794,No,No
EMP1608,Employee_1609,49,8,Very Low,Bad,9729,12 hours,19.751,No,Yes
EMP1609,Employee_1610,52,12,Very Low,Worst,9961,2 hours,20.727,No,No
EMP1610,Employee_1611,32,7,Very Low,Excellent,14171,No OT,16.025,No,Yes
EMP1611,Employee_1612,45,7,Very Low,Bad,16947,8 hours,24.665,No,Yes
EMP1612,Employee_1613,41,13,Low,Good,4957,1 hours,20.481,No,No
EMP1613,Employee_1614,58,7,Low,Good,16300,11 hours,26.836,No,No
EMP1614,Employee_1615,21,0,Low,Good,7441,9 hours,2.333,No,No
EMP1615,Employee_1616,57,0,Low,Good,16011,1 hours,29.904,No,No
EMP1616,Employee_1617,58,7,Very Low,Bad,4101,3 hours,24.549,No,No
EMP1617,Employee_1618,45,4,Very High,Worst,12229,1 hours,13.836,No,No
EMP1618,Employee_1619,34,8,High,Bad,16615,6 hours,4.336,No,No
EMP1619,Employee_1620,53,1,Low,Worst,17732,11 hours,9.157,No,Yes
EMP1620,Employee_1621,59,8,Very High,Good,15366,9 hours,20.468,No,No
EMP1621,Employee_1622,30,11,Low,Excellent,12970,No OT,4.387,No,No
EMP1622,Employee_1623,22,13,Very Low,Excellent,15992,10 hours,5.713,No,Yes
EMP1623,Employee_1624,25,7,Very Low,Excellent,3981,1 hours,25.189,No,No
EMP1624,Employee_1625,28,8,Very High,Worst,19130,10 hours,6.101,No,No
EMP1625,Employee_1626,25,3,Very High,Good,11566,4 hours,3.431,Yes,No
EMP1626,Employee_1627,28,0,Very High,Bad,9349,1 hours,2.016,No,Yes
EMP1627,Employee_1628,58,0,Very Low,Excellent,13728,8 hours,18.025,No,No
EMP1628,Employee_1629,50,4,Very Low,Worst,10548,3 hours,21.446,No,No
EMP1629,Employee_1630,51,1,High,Excellent,6446,8 hours,9.507,Yes,Yes
EMP1630,Employee_1631,31,13,Very High,Bad,15820,10 hours,27.879,No,No
EMP1631,Employee_1632,27,7,High,Good,5872,11 hours,1.44,Yes,No
EMP1632,Employee_1633,27,9,Low,Bad,12368,No OT,18.522,No,No
EMP1633,Employee_1634,47,10,High,Good,4335,No OT,15.634,No,No
EMP1634,Employee_1635,39,4,Low,Good,8413,No OT,26.49,No,No
EMP1635,Employee_1636,26,4,Low,Good,19496,3 hours,6.243,No,No
EMP1636,Employee_1637,30,1,High,Excellent,16423,8 hours,3.303,Yes,Yes
EMP1637,Employee_1638,39,6,Very High,Bad,8294,7 hours,15.986,Yes,Yes
EMP1638,Employee_1639,35,12,Low,Excellent,13037,6 hours,13.334,No,No
EMP1639,Employee_1640,23,7,Very High,Bad,4987,No OT,15.04,No,No
EMP1640,Employee_1641,25,9,Very Low,Worst,7829,2 hours,6.95,Yes,Yes
EMP1641,Employee_1642,41,12,Low,Worst,14434,8 hours,8.046,No,No
EMP1642,Employee_1643,45,0,Very Low,Bad,17548,8 hours,7.606,No,No
EMP1643,Employee_1644,22,1,High,Bad,19636,4 hours,4.421,No,No
EMP1644,Employee_1645,33,9,Very High,Bad,12428,11 hours,14.434,No,No
EMP1645,Employee_1646,30,3,High,Bad,6156,12 hours,19.462,Yes,No
EMP1646,Employee_1647,37,4,Low,Good,14328,5 hours,7.103,No,No
EMP1647,Employee_1648,31,12,Very Low,Excellent,6389,10 hours,21.534,No,No
EMP1648,Employee_1649,42,1,Low,Good,12458,12 hours,3.2,Yes,No
EMP1649,Employee_1650,31,0,High,Excellent,5945,5 hours,21.935,No,No
EMP1650,Employee_1651,32,8,Very High,Excellent,12352,9 hours,23.813,No,No
EMP1651,Employee_1652,44,13,Very High,Excellent,13486,3 hours,9.227,Yes,No
EMP1652,Employee_1653,38,0,Low,Good,11632,No OT,10.009,No,No
EMP1653,Employee_1654,55,12,Low,Bad,5092,4 hours,15.221,No,No
EMP1654,Employee_1655,27,14,Very Low,Good,6759,12 hours,15.108,No,No
EMP1655,Employee_1656,48,3,High,Good,8112,No OT,2.946,No,No
